Rank,Rank100,Rank300,Rank500,Player,@001nic2nÏco3vöe,Age,Points,TournamentPlayed,Weightkg,Heightcm,Win,Lose,Prizemoney,Aces,DoubleFaults,@1stServe,@1stServePointsWon,@2ndServePointsWon,BreakPointsFaced,BreakPointsSaved,ServiceGamesPlayed,ServiceGamesWon,TotalServicePointsWon,@1stServeReturnPointsWon,@2ndServeReturnPointsWon,BreakPointsOpportunities,BreakPointsConverted,ReturnGamesPlayed,ReturnGamesWon,ReturnPointsWon,TotalPointsWon,VAR00001
757,8,3,2,Ryan Nijboer,1,23,27,21,77.0,180,0,0,8009,,,,,,,,,,,,,,,,,,, 
758,8,3,2,Pavel Nejedly,1,29,27,24,73.0,178,0,0,8933,,,,,,,,,,,,,,,,,,, 
759,8,3,2,Lorenzo Rottoli,1,20,27,25,64.0,,0,0,7390,,,,,,,,,,,,,,,,,,, 
760,8,3,2,Jea Moon Lee,1,29,26,7,,,0,0,8301,,,,,,,,,,,,,,,,,,, 
761,8,3,2,Guy Den Ouden,1,20,26,12,75.0,183,0,0,5906,,,,,,,,,,,,,,,,,,, 
762,8,3,2,Santiago De La Fuente,1,20,26,13,81.0,175,0,0,5620,,,,,,,,,,,,,,,,,,, 
763,8,3,2,Roy Smith,1,24,26,13,75.0,191,0,0,7431,,,,,,,,,,,,,,,,,,, 
764,8,3,2,Enrico Dalla Valle,1,24,26,14,90.0,196,0,0,5891,,,,,,,,,,,,,,,,,,, 
765,8,3,2,Vlad Andrei Dancu,1,23,26,14,80.0,,0,0,6606,,,,,,,,,,,,,,,,,,, 
766,8,3,2,Blaise Bicknell,0,21,26,16,82.0,191,1,1,7631,,,,,,,,,,,,,,,,,,, 
767,8,3,2,Niklas Schell,1,23,26,17,85.0,191,0,0,6988,,,,,,,,,,,,,,,,,,, 
768,8,3,2,Mathieu Scaglia,1,24,26,19,80.0,180,0,0,7473,,,,,,,,,,,,,,,,,,, 
769,8,3,2,Alejandro Manzanera Pertusa,1,19,26,25,,,0,0,7862,,,,,,,,,,,,,,,,,,, 
770,8,3,2,Daniil Glinka,1,22,26,25,83.0,188,0,0,8124,,,,,,,,,,,,,,,,,,, 
771,8,3,2,Micah Braswell,1,21,25,2,,,0,0,3860,,,,,,,,,,,,,,,,,,, 
772,8,3,2,Christian Sigsgaard,0,25,25,12,88.0,188,0,2,6130,,,,,,,,,,,,,,,,,,, 
773,8,3,2,Mariano Kestelboim,1,26,25,13,78.0,185,0,0,6125,,,,,,,,,,,,,,,,,,, 
774,8,3,2,Deney Wassermann,1,21,25,14,91.0,191,0,0,6119,,,,,,,,,,,,,,,,,,, 
775,8,3,2,Ilia Simakin,1,19,25,16,83.0,193,0,0,5858,,,,,,,,,,,,,,,,,,, 
776,8,3,2,Aleksandre Bakshi,3,25,25,16,73.0,180,0,1,11210,0,6,.67,.49,.29,12,.50,7.000,.14,.42,.22,.44,2,.50,7.000,.14,.32,.38, 
777,8,3,2,Leopold Zima,1,22,25,18,78.0,185,0,0,7100,,,,,,,,,,,,,,,,,,, 
778,8,3,2,Osgar O'Hoisin,0,26,25,21,82.0,193,1,1,7966,,,,,,,,,,,,,,,,,,, 
779,8,3,2,Aaron Addison,1,27,25,22,82.0,193,0,0,9523,,,,,,,,,,,,,,,,,,, 
780,8,3,2,Juan Carlos Prado Angelo,1,17,24,7,72.0,185,0,0,4312,,,,,,,,,,,,,,,,,,, 
781,8,3,2,Blake Ellis,1,23,24,10,75.0,191,0,0,6146,,,,,,,,,,,,,,,,,,, 
782,8,3,2,Maciej Rajski,1,31,24,12,80.0,193,0,0,5415,,,,,,,,,,,,,,,,,,, 
783,8,3,2,Evgeny Philippov,1,20,24,14,76.0,180,0,0,6080,,,,,,,,,,,,,,,,,,, 
784,8,3,2,Nicolas Buitrago,1,24,24,19,73.0,185,0,0,6905,,,,,,,,,,,,,,,,,,, 
785,8,3,2,Ivan Liutarevich,1,26,24,22,91.0,196,0,0,8706,,,,,,,,,,,,,,,,,,, 
786,8,3,2,Bruno Pujol Navarro,1,21,24,23,67.0,178,0,0,7383,,,,,,,,,,,,,,,,,,, 
787,8,3,2,Stefano Battaglino,1,24,24,25,,,0,0,7213,,,,,,,,,,,,,,,,,,, 
788,8,3,2,Luis Patino,1,29,23,9,78.0,183,0,0,5625,,,,,,,,,,,,,,,,,,, 
789,8,3,2,Alex Martinez,1,21,23,9,,,0,0,5049,,,,,,,,,,,,,,,,,,, 
790,8,3,2,John McNally,1,24,23,11,82.0,183,0,0,6607,,,,,,,,,,,,,,,,,,, 
791,8,3,2,Olaf Pieczkowski,0,18,23,12,78.0,183,2,0,5122,,,,,,,,,,,,,,,,,,, 
792,8,3,2,Jarno Jans,1,22,23,13,,,0,0,5751,,,,,,,,,,,,,,,,,,, 
793,8,3,2,Luciano Emanuel Ambrogi,1,19,23,14,77.0,188,0,0,5564,,,,,,,,,,,,,,,,,,, 
794,8,3,2,Tom Gentzsch,1,19,23,17,83.0,188,0,0,6055,,,,,,,,,,,,,,,,,,, 
795,8,3,2,Franco Roncadelli,1,22,23,18,73.0,185,0,0,7034,,,,,,,,,,,,,,,,,,, 
796,8,3,2,Alejandro Hoyos,1,23,23,19,78.0,180,0,0,6125,,,,,,,,,,,,,,,,,,, 
797,8,3,2,Johannes Ingildsen,0,25,23,20,84.0,,1,1,7474,,,,,,,,,,,,,,,,,,, 
798,8,3,2,Bogdan Ionut Apostol,1,26,23,22,75.0,183,0,0,6895,,,,,,,,,,,,,,,,,,, 
799,8,3,2,Kristjan Tamm,0,24,23,23,82.0,185,0,1,7742,,,,,,,,,,,,,,,,,,, 
800,8,3,2,Denis Klok,1,24,23,26,82.0,180,0,0,8032,,,,,,,,,,,,,,,,,,, 
801,9,3,2,Pedro Sakamoto,1,29,22,3,79.0,180,0,0,2778,,,,,,,,,,,,,,,,,,, 
802,9,3,2,Federico Zeballos,0,34,22,11,75.0,185,0,1,6141,,,,,,,,,,,,,,,,,,, 
803,9,3,2,Martyn Pawelski,1,18,22,13,,,0,0,5460,,,,,,,,,,,,,,,,,,, 
804,9,3,2,Mario Gonzalez Fernandez,1,20,22,14,,,0,0,6086,,,,,,,,,,,,,,,,,,, 
805,9,3,2,Lorenzo Joaquin Rodriguez,1,23,22,14,77.0,193,0,0,5826,,,,,,,,,,,,,,,,,,, 
806,9,3,2,Mitchell Harper,1,25,22,14,73.0,175,0,0,6188,,,,,,,,,,,,,,,,,,, 
807,9,3,2,Juan Sebastian Gomez,1,30,22,17,,,0,0,8519,,,,,,,,,,,,,,,,,,, 
808,9,3,2,Marat Sharipov,1,20,22,20,77.0,185,0,0,6396,,,,,,,,,,,,,,,,,,, 
809,9,3,2,Masamichi Imamura,1,24,22,20,72.0,178,0,0,6972,,,,,,,,,,,,,,,,,,, 
810,9,3,2,Marco Brugnerotto,1,26,22,20,70.0,180,0,0,6849,,,,,,,,,,,,,,,,,,, 
811,9,3,2,Joao Victor Couto Loureiro,1,19,22,22,80.0,185,0,0,7565,,,,,,,,,,,,,,,,,,, 
812,9,3,2,Ray Ho,1,22,22,29,85.0,188,0,0,8121,,,,,,,,,,,,,,,,,,, 
813,9,3,2,Stefanos Sakellaridis,1,18,22,33,83.0,198,0,0,10449,,,,,,,,,,,,,,,,,,, 
814,9,3,2,Alejandro Gonzalez,0,33,21,5,83.0,191,0,1,3835,,,,,,,,,,,,,,,,,,, 
815,9,3,2,Matthias Bachinger,1,35,21,7,86.0,188,0,0,22778,,,,,,,,,,,,,,,,,,, 
816,9,3,2,Davide Pontoglio,1,30,21,8,68.0,175,0,0,4145,,,,,,,,,,,,,,,,,,, 
817,9,3,2,Gabi Adrian Boitan,0,23,21,9,82.0,185,0,1,4242,,,,,,,,,,,,,,,,,,, 
818,9,3,2,Filippo Baldi,1,26,21,11,80.0,180,0,0,23698,,,,,,,,,,,,,,,,,,, 
819,9,3,2,Petr Nesterov,0,19,21,13,78.0,,0,1,6810,,,,,,,,,,,,,,,,,,, 
820,9,3,2,Filip Bergevi,1,28,21,16,82.0,185,0,0,6446,,,,,,,,,,,,,,,,,,, 
821,9,3,2,Buvaysar Gadamauri,1,22,21,17,80.0,183,0,0,7358,,,,,,,,,,,,,,,,,,, 
822,9,3,2,Francesco Vilardo,1,32,21,17,70.0,178,0,0,5917,,,,,,,,,,,,,,,,,,, 
823,9,3,2,Svyatoslav Gulin,1,20,21,18,,,0,0,6730,,,,,,,,,,,,,,,,,,, 
824,9,3,2,Arnaud Bovy,1,22,21,20,80.0,180,0,0,6675,,,,,,,,,,,,,,,,,,, 
825,9,3,2,Kazuma Kawachi,1,28,21,20,66.0,170,0,0,5508,,,,,,,,,,,,,,,,,,, 
826,9,3,2,Dali Blanch,1,19,21,22,80.0,185,0,0,7622,,,,,,,,,,,,,,,,,,, 
827,9,3,2,Daniel Little,1,25,21,23,80.0,188,0,0,8825,,,,,,,,,,,,,,,,,,, 
828,9,3,2,Calum Puttergill,1,29,21,23,78.0,183,0,0,8042,,,,,,,,,,,,,,,,,,, 
829,9,3,2,Nicolas Tepmahc,1,21,21,24,78.0,188,0,0,7118,,,,,,,,,,,,,,,,,,, 
830,9,3,2,Feliciano Lopez,3,41,20,12,88.0,188,0,11,243349,103,62,.52,.74,.39,100,.59,127.000,.68,.58,.25,.40,36,.28,133.000,.08,.30,.44, 
831,9,3,2,Matija Pecotic,1,33,20,2,84.0,188,0,0,5796,,,,,,,,,,,,,,,,,,, 
832,9,3,2,Joao Fonseca,1,16,20,4,73.0,185,0,0,3140,,,,,,,,,,,,,,,,,,, 
833,9,3,2,Max Basing,1,20,20,6,70.0,180,0,0,3914,,,,,,,,,,,,,,,,,,, 
834,9,3,2,Fabrizio Andaloro,1,21,20,9,,,0,0,4498,,,,,,,,,,,,,,,,,,, 
835,9,3,2,Tyler Zink,1,21,20,11,73.0,185,0,0,4998,,,,,,,,,,,,,,,,,,, 
836,9,3,2,Oleksandr Bielinskyi,1,28,20,18,80.0,185,0,0,6178,,,,,,,,,,,,,,,,,,, 
837,9,3,2,Illya Beloborodko,0,21,20,19,78.0,183,0,1,6447,,,,,,,,,,,,,,,,,,, 
838,9,3,2,Dan Alexandru Tomescu,1,23,20,20,78.0,,0,0,6325,,,,,,,,,,,,,,,,,,, 
839,9,3,2,Mikalai Haliak,1,24,20,21,75.0,183,0,0,7396,,,,,,,,,,,,,,,,,,, 
840,9,3,2,Ricardo Rodriguez - Pace,0,29,20,21,,,0,0,6513,,,,,,,,,,,,,,,,,,, 
841,9,3,2,Guido Ivan Justo,1,25,19,3,77.0,178,0,0,2863,,,,,,,,,,,,,,,,,,, 
842,9,3,2,Toby Kodat,1,19,19,11,73.0,178,0,0,4860,,,,,,,,,,,,,,,,,,, 
843,9,3,2,Kosuke Ogura,1,26,19,22,68.0,170,0,0,6117,,,,,,,,,,,,,,,,,,, 
844,9,3,2,Nitin Kumar Sinha,1,23,19,22,68.0,178,0,0,6492,,,,,,,,,,,,,,,,,,, 
845,9,3,2,Nino Ehrenschneider,1,21,18,2,,,0,0,2890,,,,,,,,,,,,,,,,,,, 
846,9,3,2,Darian King,0,30,18,8,77.0,188,2,1,4363,,,,,,,,,,,,,,,,,,, 
847,9,3,2,Taha Baadi,1,21,18,11,74.0,183,0,0,4064,,,,,,,,,,,,,,,,,,, 
848,9,3,2,Alexandre Aubriot,1,23,18,12,85.0,188,0,0,4579,,,,,,,,,,,,,,,,,,, 
849,9,3,2,Alexandru Jecan,1,34,18,13,73.0,180,0,0,5510,,,,,,,,,,,,,,,,,,, 
850,9,3,2,Henrique Rocha,1,18,18,14,80.0,180,0,0,5153,,,,,,,,,,,,,,,,,,, 
851,9,3,2,Raphael Lambling,1,22,18,16,,,0,0,6127,,,,,,,,,,,,,,,,,,, 
852,9,3,2,Lilian Marmousez,1,20,18,17,82.0,180,0,0,5420,,,,,,,,,,,,,,,,,,, 
853,9,3,2,Cayetano March,0,22,18,20,75.0,175,0,1,6826,,,,,,,,,,,,,,,,,,, 
854,9,3,2,Philip Florig,1,19,18,20,78.0,180,0,0,6854,,,,,,,,,,,,,,,,,,, 
855,9,3,2,Dusan Obradovic,1,21,18,20,,,0,0,6077,,,,,,,,,,,,,,,,,,, 
856,9,3,2,Jonathan Eysseric,1,32,17,4,80.0,180,0,0,2474,,,,,,,,,,,,,,,,,,, 
857,9,3,2,Menelaos Efstathiou,0,23,17,6,80.0,183,0,1,4022,,,,,,,,,,,,,,,,,,, 
858,9,3,2,Inigo Cervantes,1,33,17,8,78.0,180,0,0,4222,,,,,,,,,,,,,,,,,,, 
859,9,3,2,Patrick Maloney,1,22,17,8,84.0,193,0,0,3609,,,,,,,,,,,,,,,,,,, 
860,9,3,2,Learner Tien,3,17,17,11,73.0,180,0,1,84225,5,4,.67,.66,.38,12,.50,17.000,.65,.57,.24,.45,8,.25,17.000,.12,.32,.45, 
861,9,3,2,Karim-Mohamed Maamoun,0,31,17,12,73.0,175,0,1,4837,,,,,,,,,,,,,,,,,,, 
862,9,3,2,Alan Fernando Rubio Fierros,0,23,17,12,75.0,175,0,1,4408,,,,,,,,,,,,,,,,,,, 
863,9,3,2,Omar Giacalone,1,30,17,12,80.0,180,0,0,4357,,,,,,,,,,,,,,,,,,, 
864,9,3,2,Takuya Kumasaka,1,24,17,12,72.0,175,0,0,4902,,,,,,,,,,,,,,,,,,, 
865,9,3,2,Stefano Reitano,1,25,17,16,75.0,180,0,0,5066,,,,,,,,,,,,,,,,,,, 
866,9,3,2,Takuto Niki,1,35,17,16,73.0,183,0,0,5947,,,,,,,,,,,,,,,,,,, 
867,9,3,2,Connor Farren,1,28,17,16,77.0,183,0,0,5301,,,,,,,,,,,,,,,,,,, 
868,9,3,2,Pierre Delage,1,21,17,17,,,0,0,5671,,,,,,,,,,,,,,,,,,, 
869,9,3,2,Gabriel Donev,1,26,17,17,70.0,180,0,0,5138,,,,,,,,,,,,,,,,,,, 
870,9,3,2,Domagoj Biljesko,1,25,17,19,82.0,191,0,0,8258,,,,,,,,,,,,,,,,,,, 
871,9,3,2,Amaury Raynel,1,20,17,21,73.0,180,0,0,5835,,,,,,,,,,,,,,,,,,, 
872,9,3,2,Boris Butulija,1,23,17,38,78.0,185,0,0,8044,,,,,,,,,,,,,,,,,,, 
873,9,3,2,Bradley Klahn,3,32,16,2,75.0,183,0,1,67993,6,3,.52,.58,.55,6,.50,9.000,.67,.57,.11,.35,0,.00,9.000,.00,.20,.42, 
873,9,3,2,Matej Vocel,1,25,16,2,88.0,188,0,0,2441,,,,,,,,,,,,,,,,,,, 
875,9,3,2,Koki Matsuda,1,22,16,3,73.0,183,0,0,1850,,,,,,,,,,,,,,,,,,, 
876,9,3,2,Nicolas Kobelt,1,18,16,4,70.0,173,0,0,2730,,,,,,,,,,,,,,,,,,, 
877,9,3,2,Jumpei Yamasaki,1,25,16,10,75.0,180,0,0,4692,,,,,,,,,,,,,,,,,,, 
878,9,3,2,Axel Garcian,1,20,16,13,72.0,178,0,0,4781,,,,,,,,,,,,,,,,,,, 
879,9,3,2,Nicolas Parizzia,1,24,16,15,,,0,0,5755,,,,,,,,,,,,,,,,,,, 
880,9,3,2,Taisei Ichikawa,1,22,16,17,70.0,180,0,0,5803,,,,,,,,,,,,,,,,,,, 
881,9,3,2,Filippo Speziali,1,22,16,17,,,0,0,5829,,,,,,,,,,,,,,,,,,, 
882,9,3,2,Moerani Bouzige,1,23,16,18,80.0,180,0,0,7417,,,,,,,,,,,,,,,,,,, 
883,9,3,2,Taiyo Yamanaka,1,21,16,19,66.0,170,0,0,5380,,,,,,,,,,,,,,,,,,, 
884,9,3,2,Diego Augusto Barreto Sanchez,1,20,16,20,83.0,183,0,0,6177,,,,,,,,,,,,,,,,,,, 
885,9,3,2,Vladislav Ivanov,1,23,16,20,,,0,0,5436,,,,,,,,,,,,,,,,,,, 
886,9,3,2,Lukas Palovic,1,20,16,20,,,0,0,5601,,,,,,,,,,,,,,,,,,, 
887,9,3,2,Gabriele Maria Noce,1,27,16,22,83.0,178,0,0,6029,,,,,,,,,,,,,,,,,,, 
888,9,3,2,Marsel Ilhan,1,35,16,24,80.0,191,0,0,6478,,,,,,,,,,,,,,,,,,, 
889,9,3,2,Joshua Goodger,1,24,15,2,,,0,0,2316,,,,,,,,,,,,,,,,,,, 
890,9,3,2,Juan Manuel Benitez Chavarriaga,1,27,15,7,77.0,,0,0,3503,,,,,,,,,,,,,,,,,,, 
891,9,3,2,Mika Brunold,1,18,15,8,73.0,191,0,0,3663,,,,,,,,,,,,,,,,,,, 
892,9,3,2,Jacopo Berrettini,1,24,15,9,90.0,193,0,0,6234,,,,,,,,,,,,,,,,,,, 
893,9,3,2,Gabriel Alejandro Hidalgo,1,32,15,10,,,0,0,4288,,,,,,,,,,,,,,,,,,, 
894,9,3,2,Yanaki Milev,1,18,15,11,78.0,180,0,0,3624,,,,,,,,,,,,,,,,,,, 
895,9,3,2,Kazuki Nishiwaki,1,28,15,14,70.0,178,0,0,4364,,,,,,,,,,,,,,,,,,, 
896,9,3,2,Thiago Cigarran,1,22,15,15,73.0,183,0,0,4351,,,,,,,,,,,,,,,,,,, 
897,9,3,2,Kyle Kang,1,17,15,15,70.0,183,0,0,4691,,,,,,,,,,,,,,,,,,, 
898,9,3,2,Gabriele Pennaforti,1,22,15,17,85.0,191,0,0,4991,,,,,,,,,,,,,,,,,,, 
899,9,3,2,Leonid Sheyngezikht,1,22,15,18,86.0,188,0,0,5766,,,,,,,,,,,,,,,,,,, 
900,9,3,2,Lucas Bouquet,1,25,15,20,86.0,185,0,0,6181,,,,,,,,,,,,,,,,,,, 
901,10,4,2,Paul Woerner,1,26,15,21,,,0,0,5118,,,,,,,,,,,,,,,,,,, 
902,10,4,2,Oscar Moraing,1,22,15,25,78.0,183,0,0,8338,,,,,,,,,,,,,,,,,,, 
903,10,4,2,Haoyuan Huang,1,20,14,4,65.0,178,0,0,2619,,,,,,,,,,,,,,,,,,, 
903,10,4,2,Giacomo Dambrosi,1,21,14,4,,,0,0,2528,,,,,,,,,,,,,,,,,,, 
905,10,4,2,Carlos Gomez-Herrera,1,32,14,5,85.0,191,0,0,10749,,,,,,,,,,,,,,,,,,, 
906,10,4,2,Yeong-Seok Jeong,1,22,14,5,,,0,0,2837,,,,,,,,,,,,,,,,,,, 
907,10,4,2,Thomaz Bellucci,0,34,14,5,82.0,188,0,0,2724,,,,,,,,,,,,,,,,,,, 
908,10,4,2,Aliaksandr Bulitski,1,29,14,7,68.0,173,0,0,3440,,,,,,,,,,,,,,,,,,, 
909,10,4,2,Lautaro Midon,1,18,14,7,71.0,180,0,0,3503,,,,,,,,,,,,,,,,,,, 
910,10,4,2,Brayden Schnur,3,27,14,8,84.0,193,0,1,129833,1,4,.63,.62,.41,8,.50,8.000,.50,.54,.20,.60,1,.00,8.000,.00,.32,.43, 
911,10,4,2,Radu Mihai Papoe,1,20,14,8,65.0,183,0,0,3476,,,,,,,,,,,,,,,,,,, 
912,10,4,2,Aziz Kijametovic,1,26,14,9,,,0,0,3919,,,,,,,,,,,,,,,,,,, 
913,10,4,2,Yuichi Sugita,1,34,14,9,72.0,175,0,0,42565,,,,,,,,,,,,,,,,,,, 
914,10,4,2,Jie Cui,1,24,14,10,72.0,183,0,0,3548,,,,,,,,,,,,,,,,,,, 
915,10,4,2,Yuichiro Inui,1,27,14,11,82.0,185,0,0,3600,,,,,,,,,,,,,,,,,,, 
916,10,4,2,Kristijan Juhas,1,21,14,11,,,0,0,3892,,,,,,,,,,,,,,,,,,, 
917,10,4,2,Arvid Nordquist,1,24,14,13,84.0,185,0,0,4490,,,,,,,,,,,,,,,,,,, 
918,10,4,2,Nathan Seateun,1,25,14,13,78.0,180,0,0,3924,,,,,,,,,,,,,,,,,,, 
919,10,4,2,Karan Singh,1,19,14,14,78.0,188,0,0,4665,,,,,,,,,,,,,,,,,,, 
920,10,4,2,Aleksi Lofman,1,20,14,15,,,0,0,5407,,,,,,,,,,,,,,,,,,, 
921,10,4,2,Kokoro Isomura,1,19,14,15,72.0,175,0,0,5192,,,,,,,,,,,,,,,,,,, 
922,10,4,2,Peter Benjamin Privara,1,18,14,16,,,0,0,5651,,,,,,,,,,,,,,,,,,, 
923,10,4,2,Ken Cavrak,1,21,14,16,82.0,183,0,0,4763,,,,,,,,,,,,,,,,,,, 
924,10,4,2,Grigoriy Lomakin,1,24,14,17,78.0,198,0,0,10815,,,,,,,,,,,,,,,,,,, 
925,10,4,2,Diego Fernandez Flores,0,22,14,21,77.0,185,1,0,7418,,,,,,,,,,,,,,,,,,, 
926,10,4,2,Maik Steiner,1,28,14,21,80.0,185,0,0,5166,,,,,,,,,,,,,,,,,,, 
927,10,4,2,Kelsey Stevenson,1,32,14,21,76.0,183,0,0,12295,,,,,,,,,,,,,,,,,,, 
928,10,4,2,Viktor Jovic,1,20,14,23,,,0,0,5070,,,,,,,,,,,,,,,,,,, 
929,10,4,2,Michael Zheng,1,18,13,5,73.0,188,0,0,2846,,,,,,,,,,,,,,,,,,, 
930,10,4,2,Sander Jong,1,22,13,5,77.0,180,0,0,2350,,,,,,,,,,,,,,,,,,, 
931,10,4,2,Vito Tonejc,1,23,13,6,78.0,191,0,0,3260,,,,,,,,,,,,,,,,,,, 
932,10,4,2,Cash Hanzlik,1,20,13,8,77.0,185,0,0,3117,,,,,,,,,,,,,,,,,,, 
933,10,4,2,Luca Giacomini,1,25,13,8,63.0,170,0,0,3306,,,,,,,,,,,,,,,,,,, 
933,10,4,2,Jordan Hasson,1,23,13,8,75.0,183,0,0,3202,,,,,,,,,,,,,,,,,,, 
935,10,4,2,Younes Lalami Laaroussi,1,21,13,9,80.0,188,0,0,3323,,,,,,,,,,,,,,,,,,, 
936,10,4,2,Sebastian Dominko,0,19,13,9,80.0,203,0,1,3263,,,,,,,,,,,,,,,,,,, 
937,10,4,2,Kilian Feldbausch,1,17,13,9,70.0,185,0,0,4688,,,,,,,,,,,,,,,,,,, 
938,10,4,2,A.J. Catanzariti,1,27,13,10,79.0,183,0,0,3368,,,,,,,,,,,,,,,,,,, 
939,10,4,2,Inaki Cabrera Bello,1,20,13,11,,,0,0,4072,,,,,,,,,,,,,,,,,,, 
940,10,4,2,Kody Pearson,1,23,13,11,68.0,178,0,0,4611,,,,,,,,,,,,,,,,,,, 
941,10,4,2,Alexander Zgirovsky,1,21,13,12,80.0,191,0,0,4486,,,,,,,,,,,,,,,,,,, 
942,10,4,2,Milan Welte,1,21,13,14,,,0,0,4345,,,,,,,,,,,,,,,,,,, 
943,10,4,2,Lorenzo Gagliardo,1,22,13,15,70.0,175,0,0,4293,,,,,,,,,,,,,,,,,,, 
944,10,4,2,Rishab Agarwal,1,27,13,21,70.0,175,0,0,5345,,,,,,,,,,,,,,,,,,, 
945,10,4,2,Noah Lopez,1,20,13,22,73.0,183,0,0,4242,,,,,,,,,,,,,,,,,,, 
946,10,4,2,Alexander Crnokrak,1,22,13,22,83.0,191,0,0,5707,,,,,,,,,,,,,,,,,,, 
947,10,4,2,Neil Oberleitner,1,23,13,24,83.0,193,0,0,7344,,,,,,,,,,,,,,,,,,, 
948,10,4,2,Maximus Jones,1,18,13,33,85.0,185,0,0,6922,,,,,,,,,,,,,,,,,,, 
949,10,4,2,Boris Fassbender,1,24,12,2,64.0,183,0,0,2125,,,,,,,,,,,,,,,,,,, 
950,10,4,2,William Grant,1,21,12,3,,,0,0,2148,,,,,,,,,,,,,,,,,,, 
951,10,4,2,Joao Menezes,1,26,12,4,84.0,185,0,0,43342,,,,,,,,,,,,,,,,,,, 
952,10,4,2,Julian Ocleppo,1,25,12,6,90.0,191,0,0,3847,,,,,,,,,,,,,,,,,,, 
953,10,4,2,Adrian Bodmer,1,27,12,6,73.0,180,0,0,2946,,,,,,,,,,,,,,,,,,, 
954,10,4,2,Yassine Dlimi,0,19,12,8,,,0,1,2833,,,,,,,,,,,,,,,,,,, 
955,10,4,2,Julio Cesar Porras,1,24,12,8,,,0,0,3479,,,,,,,,,,,,,,,,,,, 
956,10,4,2,Florian Broska,1,24,12,8,,,0,0,3455,,,,,,,,,,,,,,,,,,, 
957,10,4,2,Joshua Sheehy,1,25,12,11,88.0,188,0,0,3620,,,,,,,,,,,,,,,,,,, 
958,10,4,2,Seydina Andre,1,19,12,11,,,0,0,3526,,,,,,,,,,,,,,,,,,, 
959,10,4,2,Niccolo Catini,1,25,12,13,73.0,178,0,0,4051,,,,,,,,,,,,,,,,,,, 
960,10,4,2,Alexis Musialek,1,34,12,14,80.0,183,0,0,4835,,,,,,,,,,,,,,,,,,, 
961,10,4,2,Yannick Mertens,1,35,12,14,71.0,185,0,0,6779,,,,,,,,,,,,,,,,,,, 
962,10,4,2,Lorenzo Claverie,1,20,12,14,96.0,196,0,0,5087,,,,,,,,,,,,,,,,,,, 
963,10,4,2,Yuttana Charoenphon,0,22,12,14,68.0,178,2,1,4665,,,,,,,,,,,,,,,,,,, 
964,10,4,2,Mwendwa Mbithi,1,24,12,14,75.0,200,0,0,3642,,,,,,,,,,,,,,,,,,, 
964,10,4,2,Filip Duda,1,24,12,14,77.0,185,0,0,4194,,,,,,,,,,,,,,,,,,, 
966,10,4,2,Xavi Matas Ortega,1,20,12,14,,,0,0,5340,,,,,,,,,,,,,,,,,,, 
967,10,4,2,Maxence Broville,1,23,12,15,82.0,193,0,0,4785,,,,,,,,,,,,,,,,,,, 
968,10,4,2,Wishaya Trongcharoenchaikul,1,27,12,15,,,0,0,4416,,,,,,,,,,,,,,,,,,, 
969,10,4,2,Adrian Oetzbach,1,25,12,16,80.0,185,0,0,4661,,,,,,,,,,,,,,,,,,, 
970,10,4,2,Brandon Walkin,1,28,12,16,85.0,188,0,0,6781,,,,,,,,,,,,,,,,,,, 
971,10,4,2,Maxim Zhukov,1,17,12,16,,,0,0,4178,,,,,,,,,,,,,,,,,,, 
972,10,4,2,Igor Gimenez,1,22,12,18,76.0,180,0,0,4605,,,,,,,,,,,,,,,,,,, 
973,10,4,2,Marlon Vankan,1,22,12,18,73.0,170,0,0,4497,,,,,,,,,,,,,,,,,,, 
974,10,4,2,Seita Watanabe,1,22,12,18,75.0,180,0,0,5668,,,,,,,,,,,,,,,,,,, 
975,10,4,2,Daniel Siniakov,1,19,12,19,78.0,183,0,0,6162,,,,,,,,,,,,,,,,,,, 
976,10,4,2,Alexandros Skorilas,1,22,12,22,81.0,185,0,0,6006,,,,,,,,,,,,,,,,,,, 
977,10,4,2,Aziz Ouakaa,1,23,12,35,,,0,0,7560,,,,,,,,,,,,,,,,,,, 
978,10,4,2,Markos Kalovelonis,1,28,11,2,95.0,191,0,0,1377,,,,,,,,,,,,,,,,,,, 
979,10,4,2,Albano Olivetti,1,31,11,4,104.0,203,0,0,1746,,,,,,,,,,,,,,,,,,, 
980,10,4,2,Patrick Zahraj,1,23,11,5,,,0,0,2661,,,,,,,,,,,,,,,,,,, 
981,10,4,2,Blake Mott,1,26,11,5,77.0,180,0,0,2370,,,,,,,,,,,,,,,,,,, 
982,10,4,2,George Loffhagen,1,21,11,6,83.0,188,0,0,2961,,,,,,,,,,,,,,,,,,, 
982,10,4,2,Alexander Kotzen,1,22,11,6,77.0,185,0,0,2358,,,,,,,,,,,,,,,,,,, 
984,10,4,2,James Tracy,1,20,11,6,80.0,183,0,0,3643,,,,,,,,,,,,,,,,,,, 
984,10,4,2,Isaac Becroft,0,22,11,6,,,0,1,2851,,,,,,,,,,,,,,,,,,, 
986,10,4,2,Luca Wiedenmann,1,,11,6,,,0,0,2403,,,,,,,,,,,,,,,,,,, 
987,10,4,2,Rayane Roumane,1,22,11,7,80.0,193,0,0,2868,,,,,,,,,,,,,,,,,,, 
987,10,4,2,Petros Chrysochos,0,26,11,7,84.0,185,1,1,2800,,,,,,,,,,,,,,,,,,, 
